"lgd","rf1","rf2","rf3"
0.541231530630751,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.857234410389709,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.829010470371612,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.909796845366079,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.857234410389709,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.103602186242086,"02 [20.1001,Inf)","05 [642.8232,Inf)","04 [0.0506,Inf)"
0.103602186242086,"02 [20.1001,Inf)","05 [642.8232,Inf)","04 [0.0506,Inf)"
0.773875326575278,"02 [20.1001,Inf)","03 [142.6312,531.6402)","04 [0.0506,Inf)"
0.275354600905514,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.352462930049435,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.00122707830861698,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.352462930049435,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.275354600905514,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.352462930049435,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.00122707830861698,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.275354600905514,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.00145710692544103,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.00145710692544103,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.00145710692544103,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.801023638686821,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","01 (-Inf,-0.0417)"
0.37652023728359,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.287839545705482,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.287192177055072,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.287192177055072,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.382756403196477,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.287839545705482,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.287839545705482,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.00858217594655566,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.560216079626448,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","02 [-0.0417,-0.0208)"
0.00106433725889344,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","03 [-0.0208,0.0506)"
0.415790391325371,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","02 [-0.0417,-0.0208)"
0.42058210977112,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","02 [-0.0417,-0.0208)"
0.42058210977112,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","02 [-0.0417,-0.0208)"
0.421691119807827,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","02 [-0.0417,-0.0208)"
0.421691119807827,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","02 [-0.0417,-0.0208)"
0,"02 [20.1001,Inf)","04 [531.6402,642.8232)","02 [-0.0417,-0.0208)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","04 [531.6402,642.8232)","02 [-0.0417,-0.0208)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","02 [58.1375,142.6312)","04 [0.0506,Inf)"
0.36707596136128,"02 [20.1001,Inf)","03 [142.6312,531.6402)","04 [0.0506,Inf)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","04 [0.0506,Inf)"
0.36707596136128,"02 [20.1001,Inf)","03 [142.6312,531.6402)","04 [0.0506,Inf)"
0.487400570365504,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.418332769362395,"02 [20.1001,Inf)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.380566520399785,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.607334580601684,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.370265722639681,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0.370265722639681,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0.073402311438485,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","04 [0.0506,Inf)"
0.607334580601684,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.073402311438485,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","04 [0.0506,Inf)"
0.073402311438485,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","04 [0.0506,Inf)"
0.66623165932914,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.66623165932914,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.666591252851341,"02 [20.1001,Inf)","04 [531.6402,642.8232)","04 [0.0506,Inf)"
0.853258690258562,"02 [20.1001,Inf)","04 [531.6402,642.8232)","04 [0.0506,Inf)"
0.833131615982293,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","01 (-Inf,-0.0417)"
0.850343113014967,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.850343113014967,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.833131615982293,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","01 (-Inf,-0.0417)"
0,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","02 [-0.0417,-0.0208)"
0,"02 [20.1001,Inf)","05 [642.8232,Inf)","01 (-Inf,-0.0417)"
0.533836575351705,"02 [20.1001,Inf)","05 [642.8232,Inf)","02 [-0.0417,-0.0208)"
0.533836575351705,"02 [20.1001,Inf)","05 [642.8232,Inf)","02 [-0.0417,-0.0208)"
0.00369668071796151,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","02 [-0.0417,-0.0208)"
0,"02 [20.1001,Inf)","05 [642.8232,Inf)","01 (-Inf,-0.0417)"
0,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","05 [642.8232,Inf)","01 (-Inf,-0.0417)"
0.818763538973281,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","02 [-0.0417,-0.0208)"
0.696138532565064,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.696138532565064,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.559056357905802,"02 [20.1001,Inf)","04 [531.6402,642.8232)","01 (-Inf,-0.0417)"
0.614545470237095,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.464054238072405,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.559056357905802,"02 [20.1001,Inf)","04 [531.6402,642.8232)","01 (-Inf,-0.0417)"
0.818763538973281,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","02 [-0.0417,-0.0208)"
0.38134728384943,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","01 (-Inf,-0.0417)"
0.38134728384943,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","01 (-Inf,-0.0417)"
0.38134728384943,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","01 (-Inf,-0.0417)"
0.38134728384943,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","01 (-Inf,-0.0417)"
0.38134728384943,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.38134728384943,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","01 (-Inf,-0.0417)"
0.38134728384943,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","01 (-Inf,-0.0417)"
1.00419361467434,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
1.0758620527734,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
1.0758620527734,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.00885186743981227,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","02 [-0.0417,-0.0208)"
0.00885186743981227,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","02 [-0.0417,-0.0208)"
0.00885186743981227,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","03 [-0.0208,0.0506)"
0.0758586001359597,"02 [20.1001,Inf)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0.0758586001359597,"02 [20.1001,Inf)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.93662086467452,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.904914734158457,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.963406690949505,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","02 [-0.0417,-0.0208)"
0.93662086467452,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.208419471273931,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.211475899440417,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.208419471273931,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.202596843212658,"02 [20.1001,Inf)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.211475899440417,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.846396755205262,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","03 [-0.0208,0.0506)"
0.870687430691557,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","03 [-0.0208,0.0506)"
0.82365782536773,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","03 [-0.0208,0.0506)"
0.851118323831449,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0.645492426923568,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","02 [-0.0417,-0.0208)"
0.21148046354589,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.246517429434566,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","02 [-0.0417,-0.0208)"
0.0051390055975048,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","04 [0.0506,Inf)"
0.384852943482677,"02 [20.1001,Inf)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0.384852943482677,"02 [20.1001,Inf)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0.0976279400811994,"02 [20.1001,Inf)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0.00317529060208429,"02 [20.1001,Inf)","02 [58.1375,142.6312)","04 [0.0506,Inf)"
0.0051390055975048,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","04 [0.0506,Inf)"
0.0976279400811994,"02 [20.1001,Inf)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0.384852943482677,"02 [20.1001,Inf)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.00300631776580312,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
1.0948044774146,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
1.05617469809692,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
1.06018648561226,"02 [20.1001,Inf)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
1.0948044774146,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
1.05617469809692,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
1.05617469809692,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.259168522574444,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","02 [-0.0417,-0.0208)"
0.240730099852534,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","04 [0.0506,Inf)"
0.43145561678279,"02 [20.1001,Inf)","03 [142.6312,531.6402)","04 [0.0506,Inf)"
0.312984942396102,"02 [20.1001,Inf)","03 [142.6312,531.6402)","04 [0.0506,Inf)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","04 [0.0506,Inf)"
0.312984942396102,"02 [20.1001,Inf)","03 [142.6312,531.6402)","04 [0.0506,Inf)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","04 [0.0506,Inf)"
0.148912066092536,"02 [20.1001,Inf)","05 [642.8232,Inf)","04 [0.0506,Inf)"
0.101103772490082,"02 [20.1001,Inf)","05 [642.8232,Inf)","03 [-0.0208,0.0506)"
0.138273296329615,"02 [20.1001,Inf)","05 [642.8232,Inf)","04 [0.0506,Inf)"
0.961547244996153,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","03 [-0.0208,0.0506)"
0.961547244996153,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","03 [-0.0208,0.0506)"
0.0681932412076173,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0.0681932412076173,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","03 [-0.0208,0.0506)"
0.00940830512616103,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.82286001290529,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.00940830512616103,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.00887161599335802,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","02 [-0.0417,-0.0208)"
0.807588267067984,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.807588267067984,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.962795464037141,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.807588267067984,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.807289278109844,"02 [20.1001,Inf)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.00453106667016141,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","02 [-0.0417,-0.0208)"
0.00453106667016141,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.00453106667016141,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.0120683808640536,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.0120683808640536,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.663752294265287,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","02 [-0.0417,-0.0208)"
0.00453106667016141,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","02 [-0.0417,-0.0208)"
0.663752294265287,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","02 [-0.0417,-0.0208)"
0.63062420323415,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","01 (-Inf,-0.0417)"
0.197765144752202,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.328156190482705,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.578136306860181,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
1.00275257902578,"01 (-Inf,20.1001)","04 [531.6402,642.8232)","04 [0.0506,Inf)"
0.0935134057278162,"02 [20.1001,Inf)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.465595036029843,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.516458498077595,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.504678229078765,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.504678229078765,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.55427463502195,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.55427463502195,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.480737480045279,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.548353715155523,"02 [20.1001,Inf)","05 [642.8232,Inf)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","05 [642.8232,Inf)","04 [0.0506,Inf)"
0,"02 [20.1001,Inf)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.548353715155523,"02 [20.1001,Inf)","05 [642.8232,Inf)","03 [-0.0208,0.0506)"
1.10001153179859,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","02 [-0.0417,-0.0208)"
0.787121858979942,"01 (-Inf,20.1001)","01 (-Inf,58.1375)","03 [-0.0208,0.0506)"
0.348454435569942,"01 (-Inf,20.1001)","05 [642.8232,Inf)","04 [0.0506,Inf)"
0.446033118552641,"01 (-Inf,20.1001)","05 [642.8232,Inf)","04 [0.0506,Inf)"
0.446033118552641,"01 (-Inf,20.1001)","05 [642.8232,Inf)","04 [0.0506,Inf)"
0,"02 [20.1001,Inf)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.0661555570153032,"02 [20.1001,Inf)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
0.303112837840359,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.388203801777674,"02 [20.1001,Inf)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.807812657829698,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.817493334128867,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.685219364646355,"02 [20.1001,Inf)","05 [642.8232,Inf)","03 [-0.0208,0.0506)"
0.685219364646355,"02 [20.1001,Inf)","05 [642.8232,Inf)","03 [-0.0208,0.0506)"
0.78325883986192,"02 [20.1001,Inf)","05 [642.8232,Inf)","03 [-0.0208,0.0506)"
0.223218372571602,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.223218372571602,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.492415844292211,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","01 (-Inf,-0.0417)"
0.492415844292211,"01 (-Inf,20.1001)","02 [58.1375,142.6312)","01 (-Inf,-0.0417)"
0.223218372571602,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.223218372571602,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","01 (-Inf,-0.0417)"
0.0300401082469841,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.0132625439143859,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.0300401082469841,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.0280009085562943,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.0280009085562943,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.0300401082469841,"02 [20.1001,Inf)","02 [58.1375,142.6312)","02 [-0.0417,-0.0208)"
0.58172627263565,"02 [20.1001,Inf)","05 [642.8232,Inf)","03 [-0.0208,0.0506)"
0.689694271492698,"02 [20.1001,Inf)","04 [531.6402,642.8232)","04 [0.0506,Inf)"
0,"02 [20.1001,Inf)","04 [531.6402,642.8232)","04 [0.0506,Inf)"
0,"02 [20.1001,Inf)","04 [531.6402,642.8232)","04 [0.0506,Inf)"
0.58172627263565,"02 [20.1001,Inf)","05 [642.8232,Inf)","03 [-0.0208,0.0506)"
0.58172627263565,"02 [20.1001,Inf)","05 [642.8232,Inf)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","05 [642.8232,Inf)","04 [0.0506,Inf)"
0,"02 [20.1001,Inf)","05 [642.8232,Inf)","04 [0.0506,Inf)"
0,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","02 [-0.0417,-0.0208)"
0,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","05 [642.8232,Inf)","03 [-0.0208,0.0506)"
0,"02 [20.1001,Inf)","05 [642.8232,Inf)","03 [-0.0208,0.0506)"
0.0958522598322866,"01 (-Inf,20.1001)","03 [142.6312,531.6402)","03 [-0.0208,0.0506)"
0.689886297675012,"02 [20.1001,Inf)","03 [142.6312,531.6402)","04 [0.0506,Inf)"
0.00599096357728027,"02 [20.1001,Inf)","04 [531.6402,642.8232)","03 [-0.0208,0.0506)"
